likes_count,retweets_count,replies_count,id,language,hashtags,name,created_at,tweet,cashtags,username
0,0,1,1464950800296427520,en,[],Cheds,2021-11-28 13:34:22 UTC,"@luisanglo Wrong. Don’t touch LTC because it’s in a downtrend. Buy SOL once it dips, because it’s in an uptrend",[],bigcheds
765,22,163,1464706449398026244,en,[],Cheds,2021-11-27 21:23:25 UTC,$LTC and $SOL both $191  I know which one I'd rather be holding,"['ltc', 'sol']",bigcheds
121,4,20,1463595776978923530,en,[],Cheds,2021-11-24 19:50:00 UTC,$SOL (USDT) testing that daily MA 50 again  https://t.co/gZufnQQxkG,['sol'],bigcheds
89,2,9,1461379296522649600,en,[],Cheds,2021-11-18 17:02:30 UTC,$SOL (USDT) tags MA 50 daily,['sol'],bigcheds
66,6,8,1461345268209795075,en,[],Cheds,2021-11-18 14:47:17 UTC,$SOL (USDT) looks like it wants that daily MA 50  https://t.co/HXzrkhW7yd,['sol'],bigcheds
671,59,86,1460795403377557513,en,[],Cheds,2021-11-17 02:22:19 UTC,$ETH $SOL $LUNA $AVAX $DOT $BNB $FTM $FTT $HBAR $MATIC  $MANA $LPT $SAND   Closest watch right now for alts  👀,"['eth', 'sol', 'luna', 'avax', 'dot', 'bnb', 'ftm', 'ftt', 'hbar', 'matic', 'mana', 'lpt', 'sand']",bigcheds
76,4,4,1460794279723515909,en,[],Cheds,2021-11-17 02:17:51 UTC,$SOL (USDT) throwback to top of prior ascending triangle  https://t.co/gjrPkrLsOa,['sol'],bigcheds
110,1,15,1460731216248905728,en,[],Cheds,2021-11-16 22:07:15 UTC,Trying $SOL and $LUNA,"['sol', 'luna']",bigcheds
88,5,4,1460246381034102784,en,[],Cheds,2021-11-15 14:00:41 UTC,$SOL (USDT) flirting with continuation after that throwback  https://t.co/MGfGu96aVH,['sol'],bigcheds
55,7,5,1460047797399572482,en,['bitcoin'],Cheds,2021-11-15 00:51:35 UTC,"New video for $BTC #Bitcoin Live members 🧑‍🎓  ""Cryptocurrency Market Update - Nov 14th 2021""  $BTC $LTC $ETH $BCH $ADA $BNB $LINK $DOGE $XLM $XRP $THETA $DOT $UNI $LUNA $SOL $MATIC $AVAX $SHIBA $MANA $FTM  Member link  https://t.co/TIfKVWusNz  Why join?  https://t.co/4gWlzY8vwd","['btc', 'btc', 'ltc', 'eth', 'bch', 'ada', 'bnb', 'link', 'doge', 'xlm', 'xrp', 'theta', 'dot', 'uni', 'luna', 'sol', 'matic', 'avax', 'shiba', 'mana', 'ftm']",bigcheds
51,6,13,1458591370822758407,en,['bitcoin'],Cheds,2021-11-11 00:24:16 UTC,"New video for $BTC #Bitcoin Live members 🧑‍🎓  ""Cryptocurrency Market Update - Nov 10th 2021""  $BTC $LTC $ETH $BCH $ADA $BNB $LINK $DOGE $XLM $XRP $THETA $DOT $UNI $SUSHI $LUNA $SOL $MATIC $AVAX $SHIBA $MANA  Member link  https://t.co/IqHhVLCaZS  Why join?  https://t.co/4gWlzY8vwd","['btc', 'btc', 'ltc', 'eth', 'bch', 'ada', 'bnb', 'link', 'doge', 'xlm', 'xrp', 'theta', 'dot', 'uni', 'sushi', 'luna', 'sol', 'matic', 'avax', 'shiba', 'mana']",bigcheds
118,9,8,1458239759252328451,en,[],Cheds,2021-11-10 01:07:06 UTC,$SOL (USDT) still holding daily EMA 8  https://t.co/hNm3jOXDG7,['sol'],bigcheds
81,2,10,1458087944632389636,en,[],Cheds,2021-11-09 15:03:50 UTC,$SOL (USDT) throwback to daily EMA 8,['sol'],bigcheds
3,0,1,1458052544257826821,en,[],Cheds,2021-11-09 12:43:10 UTC,@BojanMori SOL is stronger,[],bigcheds
214,16,35,1457737214473953282,en,[],Cheds,2021-11-08 15:50:10 UTC,"$SOL (USDT) believe it or not Ive had a few people in my mentions lately worried that this chart  is ""breaking down""  Still trying to figure out what they are seeing  https://t.co/R4Kwjjv7iK",['sol'],bigcheds
37,3,6,1457509715911618567,en,['bitcoin'],Cheds,2021-11-08 00:46:10 UTC,"New video for $BTC #Bitcoin Live members 🧑‍🎓  ""Cryptocurrency Market Update - Nov 7th 2021""  $BTC $LTC $ETH $BCH $ADA $BNB $LINK $DOGE $XLM $XRP $THETA $DOT $UNI $SUSHI $LUNA $SOL $MATIC $AVAX $SHIBA $MANA  Member link  https://t.co/7NQMaILtt0  Why join?  https://t.co/4gWlzY8vwd","['btc', 'btc', 'ltc', 'eth', 'bch', 'ada', 'bnb', 'link', 'doge', 'xlm', 'xrp', 'theta', 'dot', 'uni', 'sushi', 'luna', 'sol', 'matic', 'avax', 'shiba', 'mana']",bigcheds
10,0,1,1457443158120407045,en,[],Cheds,2021-11-07 20:21:41 UTC,"@crypto_hunny ""$SOL is breaking down""  https://t.co/gQj94TjLVH",[],bigcheds
0,0,2,1457038636348755977,en,[],Cheds,2021-11-06 17:34:16 UTC,@gianflorin I’ve tweeted SOL a lot last few weeks - peep it,[],bigcheds
142,9,9,1457035262580637703,en,[],Cheds,2021-11-06 17:20:51 UTC,"$SOL (USDT) fresh highs, continued relative strength  https://t.co/8GX4xlKlKv",['sol'],bigcheds
281,18,24,1456392063466053636,en,[],Cheds,2021-11-04 22:45:01 UTC,$SOL (USDT) looks hungry  https://t.co/ziLUyhbBCp,['sol'],bigcheds
