likes_count,retweets_count,replies_count,id,language,hashtags,name,created_at,tweet,cashtags,username
93,24,59,1462726319154860032,en,"['gateio', 'ksm', 'dot', 'crypto']",Gate.io,2021-11-22 10:15:05 UTC,🔈  https://t.co/8kWqgEeplL $KSM &amp; $DOT Slot Auction Update  ✔️ Data update: Nov 22nd at 06:00 UTC  👉 Lock &amp; Vote for Your Project:  https://t.co/sNp0x9X88A  #Gateio #KSM #DOT #Crypto  https://t.co/snLU5yFyjB,"['ksm', 'dot']",gate_io
72,20,61,1461686974633459717,en,"['dot', 'crypto', 'gateio']",Gate.io,2021-11-19 13:25:06 UTC,Top @Polkadot Tokens On  https://t.co/8kWqgEeplL  @BondlyFinance $BONDLY Is Up By 15.63%  Which @Polkadot Token Do You Think Will Be Here Next Time?  Trade $BONDLY:  https://t.co/WTi073uxyy Learn More About #DOT:  https://t.co/brepnGBW6t  #Crypto #Gateio  https://t.co/l1h6m8QRBH,"['bondly', 'bondly']",gate_io
81,14,52,1461660538170232832,en,"['gateio', 'ksm', 'dot', 'crypto']",Gate.io,2021-11-19 11:40:03 UTC,⭐️ https://t.co/8kWqgEeplL $KSM &amp; $DOT Slot Auction Update⭐️  ⏰Date: Nov 19th at 06:00 UTC⏰  ➡️Lockup &amp; Support Your Project:  https://t.co/sNp0x9X88A  #Gateio #KSM #DOT #Crypto  https://t.co/aqWjxGyG4b,"['ksm', 'dot']",gate_io
66,14,55,1461595884517531650,en,"['gateio', 'dot', 'ltc', 'bsv', 'etf', 'leveragedtoken', 'short']",Gate.io,2021-11-19 07:23:08 UTC, https://t.co/8kWqgEeplL 24 hrs Price Change Leaderboard  $DOT5S / USDT: +63.20% $LTCT5S / USDT: +56.26% $BSV5S / USDT: +50.15%  Trade Now:  https://t.co/C7zvx0FXkn  #Gateio #DOT #LTC #BSV #ETF #leveragedtoken #short  https://t.co/8dQsnMjTYF,[],gate_io
64,11,64,1461540689108480002,en,"['gateio', 'dot', 'polkadot', 'defi', 'crypto', 'parachains', 'cryptocurrecy']",Gate.io,2021-11-19 03:43:49 UTC,"🔊 https://t.co/8kWqgEeplL Now Supports $DOT Slot Auction!  😋The 2nd Auction Is Going On!  🕑November 18th -November 25th   👉First Come, First Served!   🔒Lock &amp; Support Your Project:  https://t.co/ZpoxBVlTpw  #Gateio #DOT #Polkadot #DeFi #Crypto #parachains #cryptocurrecy  https://t.co/EfZJ4g9H1L",['dot'],gate_io
256,101,439,1461378738134953986,en,"['bondly', 'polkadot', 'dot', 'crypto', 'gateio']",Gate.io,2021-11-18 17:00:16 UTC,Top Performing @Polkadot Tokens on  https://t.co/8kWqgEeplL  #BONDLY @BondlyFinance is ON FIRE with 66.59% Gains🚀   Which #Polkadot Token Do You Think Will Pump Next?  Trade $BONDLY:  https://t.co/WTi073uxyy Learn More About #DOT:  https://t.co/brepnGBW6t  #Crypto #Gateio  https://t.co/l7S8azOEdr,['bondly'],gate_io
41,10,22,1461186512712785920,en,"['gateio', 'gate', 'etf', 'leveragedtoken', 'dot']",Gate.io,2021-11-18 04:16:26 UTC,DOT5L/USDT is up +53.80% Trade Now： https://t.co/cmJMpVubsG #Gateio #gate #ETF #leveragedtoken #DOT  https://t.co/RFA74x64W7,[],gate_io
162,44,268,1460977297708797962,en,"['dot', 'crypto', 'gateio']",Gate.io,2021-11-17 14:25:06 UTC,Top @Polkadot Tokens On  https://t.co/8kWqgEeplL  @RmrkApp ( $RMRK ) Is Up By 9.73% gains  Which @Polkadot Token Are You Holding?  Trade $RMRK:  https://t.co/JLBRavq8ui Learn More About #DOT:  https://t.co/wj9AyeDrwD  #Crypto #Gateio  https://t.co/EbVGEpT9u8,"['rmrk', 'rmrk']",gate_io
137,26,125,1460969739451305987,en,"['gateio', 'ksm', 'dot', 'crypto']",Gate.io,2021-11-17 13:55:04 UTC," https://t.co/8kWqgEeplL $KSM &amp; $DOT Slot Auction Update  Date: Nov 17th, 06:00 UTC  Lock &amp; Support Your Project:  https://t.co/sNp0x9X88A  #Gateio #KSM #DOT #Crypto  https://t.co/n9cJVtUdPn","['ksm', 'dot']",gate_io
90,23,52,1460586066830938113,en,"['polkadot', 'dot', 'crypto', 'gateio']",Gate.io,2021-11-16 12:30:29 UTC,Top #Polkadot Tokens on  https://t.co/8kWqgEeplL  @BluzelleHQ ( $BLZ ) Is Up By 4.04% gains  Which @Polkadot Token Are You Holding?  Trade:  https://t.co/W95E93LVaY Learn More About #DOT:  https://t.co/wj9AyeDrwD  #Crypto #Gateio  https://t.co/CZ5p2RJsPl,['blz'],gate_io
58,15,43,1460570951767273475,en,"['dot5s', 'usdt', 'ltc5s', 'usdt', 'gateio', 'dot', 'ltc', 'etf', 'leveragedtoken', 'short']",Gate.io,2021-11-16 11:30:25 UTC,⭐️24 Hour Price Change⭐️  🚀#DOT5S/#USDT   +77.22% 🚀 🚀#LTC5S/#USDT    + 74.89%🚀  👉Trade Now:  https://t.co/SjalmrSMnQ  #Gateio #DOT #LTC #ETF #leveragedtoken #short  https://t.co/avRgbkqlSo,[],gate_io
120,33,194,1460540731815342082,en,"['gateio', 'ksm', 'dot', 'crypto']",Gate.io,2021-11-16 09:30:20 UTC, https://t.co/8kWqgEeplL $KSM &amp; $DOT Slot Auction Update！  Date: Nov 16th at 06:00 UTC  Lock &amp; Support Your Project:  https://t.co/sNp0x9X88A  #Gateio #KSM #DOT #Crypto  https://t.co/VANmQgDq9V,"['ksm', 'dot']",gate_io
175,49,276,1460265090452803589,en,"['polkadot', 'dot', 'crypto', 'gateio']",Gate.io,2021-11-15 15:15:02 UTC,Top #Polkadot Tokens on  https://t.co/8kWqgEeplL  @Bridge_Mutual ( $BMI ) Is Up By 26.82% Gains  Which @Polkadot Token Do You Think Will Rise In Next 24 Hours?  Trade $BMI:  https://t.co/20V5nhz2e3 Learn more about #DOT:  https://t.co/wj9AyeDrwD  #Crypto #Gateio  https://t.co/GnKH0r7VFo,"['bmi', 'bmi']",gate_io
101,24,61,1460200976342732802,en,"['gateio', 'ksm', 'dot', 'crypto']",Gate.io,2021-11-15 11:00:16 UTC,"Update On $KSM &amp; $DOT Slot Auction On  https://t.co/8kWqgEeplL   Date: Nov 15th, 06:00 UTC  Lock &amp; Support Your Project:  https://t.co/sNp0x9X88A  #Gateio #KSM #DOT #Crypto  https://t.co/PY03vmeMa4","['ksm', 'dot']",gate_io
80,14,55,1459169131647930368,en,"['polkadot', 'dot', 'crypto', 'gateio']",Gate.io,2021-11-12 14:40:05 UTC,Top #Polkadot Tokens on  https://t.co/8kWqgEeplL  @RmrkApp $RMRK Is Up By 29.94% gains  Which @Polkadot Token Do You Think Will Rise?  Trade:  https://t.co/OtysmIW70v Learn more about #DOT:  https://t.co/bh0OCiw4WN  #Crypto #Gateio  https://t.co/026S3S7ztP,['rmrk'],gate_io
87,18,60,1459101176826372140,en,"['gateio', 'ksm', 'dot', 'crypto']",Gate.io,2021-11-12 10:10:04 UTC,"Update On $KSM &amp; $DOT Slot Auction On  https://t.co/8kWqgEeplL   Date: Nov 12th, 06:00 UTC Lock &amp; Vote for Your Favorite Project:  https://t.co/sNp0x9X88A  #Gateio #KSM #DOT #Crypto  https://t.co/YYkdLNEwqZ","['ksm', 'dot']",gate_io
133,39,235,1458819377432772615,en,"['polkadot', 'udo', 'dot', 'crypto', 'gateio']",Gate.io,2021-11-11 15:30:17 UTC,Top #Polkadot Tokens on  https://t.co/8kWqgEeplL  @UnidoEP ( $UDO ) Is Up By 112.04% gains  Which @Polkadot Token Are You Holding?  Trade #UDO:  https://t.co/Nkd7NVKh2v Learn more about #DOT:  https://t.co/wj9AyeDrwD  #Crypto #Gateio  https://t.co/RYJFyNAbds,['udo'],gate_io
98,20,68,1458815541062287370,en,"['gateio', 'ksm', 'dot']",Gate.io,2021-11-11 15:15:03 UTC,"Update on $KSM &amp; $DOT Slot Auction On  https://t.co/8kWqgEeplL  Date: Nov 11th, 07:00 UTC  Lock &amp; Vote for Your Favorite Project:  https://t.co/sNp0x9X88A  #Gateio #KSM #DOT  https://t.co/BI5MotUwQ0","['ksm', 'dot']",gate_io
113,38,76,1458479679032201223,en,"['polkadot', 'saito', 'polkadot', 'parachain', 'dot']",Gate.io,2021-11-10 17:00:27 UTC,Top #Polkadot Tokens On  https://t.co/8kWqgEeplL  Winner: @SaitoOfficial #SAITO (+24.65%)  The first round of #Polkadot #parachain auctions will kick off soon! What's your favorite $DOT project?  Trade $SAITO:  https://t.co/tQAXBk2OL1 Learn More About #DOT:  https://t.co/brepnGBW6t  https://t.co/Yztj0L6sPE,"['dot', 'saito']",gate_io
71,22,65,1458441876445532162,en,"['dot', 'gateio', 'crypto', 'hodl']",Gate.io,2021-11-10 14:30:14 UTC, https://t.co/8kWqgEeplL $DOT Slot Auction: $SUBG    Lock #DOT to Earn @SubGame_Network   Participate:  https://t.co/UL3VKA5tjb  #Gateio #Crypto #HODL  https://t.co/3j5kU1gbxJ,"['dot', 'subg']",gate_io
